CDUORG;NOME;UF;MUNICIPIO;ENDERECO;BAIRRO;CEP
018924011;AGÊNCIA REGIONAL DO TRABALHO EM TATUÍ;SP;TATUÍ;RUA PROF. ADAUTO PEREIRA, 352;VL. STA ROSA;18270670
018922010;AGÊNCIA REGIONAL DO TRABALHO EM TAUBATÉ;SP;TAUBATÉ;.;;99999999
018924012;AGÊNCIA REGIONAL DO TRABALHO EM TIETÊ;SP;TIETÊ;RUA PRESIDENTE KENNEDY Nº23;CENTRO;18530000
018913006;AGÊNCIA REGIONAL DO TRABALHO EM TUPÃ;SP;TUPÃ;.;;99999999
018922011;AGÊNCIA REGIONAL DO TRABALHO EM UBATUBA;SP;UBATUBA;.;;99999999
018909014;AGÊNCIA REGIONAL DO TRABALHO EM VALINHOS;SP;VALINHOS;.;;99999999
018912006;AGÊNCIA DE ATENDIMENTO DE VINHEDO;SP;VINHEDO;INEXISTENTE;;01328000
018924013;AGÊNCIA REGIONAL DO TRABALHO EM VOTORANTIM;SP;VOTORANTIM;RUA FRANCISCO PAULA SANTOS, 35;CENTRO;18110060
018923008;AGÊNCIA REGIONAL DO TRABALHO EM VOTUPORANGA;SP;VOTUPORANGA;...;;99999999
038900001;AGÊNCIA REGIONAL DO TRABALHO EM ARAGUAÍNA *** A DESATIVAR;TO;ARAGUAÍNA;AVENIDA NEIEF MURAD, QUADRA 01, LOTE 01-B;Setor Jardim Goiás;77824030
112000101;GERÊNCIA REGIONAL DO TRABALHO EM ARAGUAÍNA;TO;ARAGUAÍNA;AVENIDA NEIEF MURAD, QUADRA 01, LOTE 01-B;Setor Jardim Goiás;77824030
038900002;AGENCIA REGIONAL DO TRABALHO EM ARAGUATINS;TO;AUGUSTINÓPOLIS;XXXXX;xxx;99999999
038900003;AGÊNCIA REGIONAL DO TRABALHO EM DIANÓPOLIS;TO;DIANÓPOLIS;ENDEREÇO...;Bairro...;99999999
038900004;AGÊNCIA DE ATENDIMENTO DE GUARAI;TO;GUARAÍ;INEXISTENTE;;77700000
038900005;AGÊNCIA REGIONAL DO TRABALHO EM GURUPI;TO;GURUPI;AVENIDA PIAUÍ,1405, SETOR CENTRAL;;77410030
038000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO TOCANTINS;TO;PALMAS;QUADRA AA. NE 40, AVENIDA NS2, LOTE 03;PALMAS;77006340
038900006;AGÊNCIA REGIONAL DO TRABALHO EM PORTO NACIONAL;TO;PORTO NACIONAL;XXXXX;xxxxx;99999999
