CDUORG;NOME;UF;MUNICIPIO;ENDERECO;BAIRRO;CEP
023902001;AGÊNCIA REGIONAL DO TRABALHO EM CONCÓRDIA;SC;CONCÓRDIA;RUA 29 DE JULHO, 1786. 2º ANDAR, SALA 04;ITAÍBA;89707044
023902003;AGÊNCIA DE ATENDIMENTO DE CONCORDIA;SC;CONCÓRDIA;INEXISTENTE;;89700000
023903000;GERÊNCIA REGIONAL DO TRABALHO EM CRICIÚMA;SC;CRICIÚMA;RUA ANITA GARIBALDI, 215 - SALA 19 - TÉRREO;Centro;88801020
023000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO EM SANTA CATARINA;SC;FLORIANÓPOLIS;RUA VICTOR MEIRELLES, 198;CENTRO;88010440
023901003;AGÊNCIA REGIONAL DO TRABALHO EM ITAJAÍ;SC;ITAJAÍ;ENDEREÇO ...;Bairro ...;88888888
112000023;GERÊNCIA REGIONAL DO TRABALHO EM ITAJAÍ;SC;ITAJAÍ;RUA ALBERTO WERNER, 655;Vila Operária;88303161
023901005;AGÊNCIA DE ATENDIMENTO DE JARAGUA DO SUL;SC;JARAGUÁ DO SUL;RUA GUMERCINO DA SILVA, 638;CENTRO;89252000
023904001;AGÊNCIA REGIONAL DO TRABALHO EM JARAGUÁ DO SUL;SC;JARAGUÁ DO SUL;R. WALTER MARQUARDT, 1111. BARRA DO RIO MOLHA. C. CIDADÃO.;;89259565
023902002;AGÊNCIA DE ATENDIMENTO DE JOACABA;SC;JOAÇABA;AV. XV DE NOVEMBRO,371 SALA 501;CENTRO;89600000
023902004;AGÊNCIA REGIONAL DO TRABALHO EM JOAÇABA;SC;JOAÇABA;AVENIDA SANTA TEREZINHA, 547;CENTRO;89600000
023904000;GERÊNCIA REGIONAL DO TRABALHO EM JOINVILLE;SC;JOINVILLE;RUA PRINCESA ISABEL, 95;CENTRO;89201270
023905000;GERÊNCIA REGIONAL DO TRABALHO EM LAGES;SC;LAGES;RUA CORONEL CÓRDOVA, 423;CENTRO;88502001
023903002;AGÊNCIA REGIONAL DO TRABALHO EM LAGUNA;SC;LAGUNA;AVENIDA ENGENHEIRO COLOMBO SALLES, 145. SALA 224;CENTRO;88790000
023904003;AGÊNCIA REGIONAL DO TRABALHO EM MAFRA;SC;MAFRA;.;;99999999
023904004;AGÊNCIA DE ATENDIMENTO DE PORTO UNIAO;SC;PORTO UNIÃO;INEXISTENTE;;89400000
023901004;AGÊNCIA REGIONAL DO TRABALHO EM RIO DO  SUL;SC;RIO DO SUL;.;;99999999
112000026;AGÊNCIA REGIONAL DO TRABALHO EM RIO DO SUL;SC;RIO DO SUL;RUA PREFEITO RAULINO JOÃO ROSAR, 70.;JARDIM AMÉRICA;89160059
023904002;AGÊNCIA REGIONAL DO TRABALHO EM RIO NEGRINHO;SC;RIO NEGRINHO;RUA TREZE DE DEZEMBRO, 35;CENTRO;89295005
023904005;AGÊNCIA DE ATENDIMENTO SAO BENTO DO SUL;SC;SÃO BENTO DO SUL;INEXISTENTE;;89290000
023900002;AGÊNCIA REGIONAL DO TRABALHO EM SÃO JOSÉ;SC;SÃO JOSÉ;RUA ELISEU DI BERNARDI, 200. SALAS 09,10,15 E 16;CAMPINAS.;88101050
023900004;AGÊNCIA DE ATENDIMENTO DE SAO JOSE;SC;SÃO JOSÉ;AV. PRES. KENNEDY, 306 SALA 11;;88100000
023900001;AGÊNCIA REGIONAL DO TRABALHO EM SÃO JOÃO BATISTA;SC;SÃO JOÃO BATISTA;.;;99999999
023900003;AGÊNCIA DE ATENDIMENTO SAO JOAO BATISTA;SC;SÃO JOÃO BATISTA;INEXISTENTE;;89854000
023902005;AGÊNCIA REGIONAL DO TRABALHO EM SÃO MIGUEL DO OESTE;SC;SÃO MIGUEL DO OESTE;RUA SETE DE SETEMBRO, 2045. SALA 01;CENTRO;89900000
023901006;AGÊNCIA DE ATENDIMENTO DE TIMBO;SC;TIMBÓ;INEXISTENTE;;89120000
023903004;AGÊNCIA REGIONAL DO TRABALHO EM TUBARÃO;SC;TUBARÃO;R. TERESA CRISTINA, 236;OFICINAS;88702011
023903005;AGÊNCIA REGIONAL DO TRABALHO EM URUSSANGA;SC;URUSSANGA;.;;99999999
023902006;AGÊNCIA DE ATENDIMENTO DE VIDEIRA;SC;VIDEIRA;INEXISTENTE;;89560000
023905002;AGÊNCIA REGIONAL DO TRABALHO EM VIDEIRA;SC;VIDEIRA;RUA BENJAMIN GRAZIOTIN, 51;CENTRO;89562010
023902007;AGÊNCIA DE ATENDIMENTO DE XANXERE;SC;XANXERÊ;INEXISTENTE;;89820000
035000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO EM SERGIPE;SE;ARACAJU;RUA PACATUBA, 171;CENTRO;49010150
035901001;AGÊNCIA DE ATENDIMENTO CANINDE DE SA FRANCISCO;SE;CANINDÉ DE SÃO FRANCISCO;INEXISTENTE;;49820000
035900001;AGÊNCIA REGIONAL DO TRABALHO EM ESTÂNCIA;SE;ESTÂNCIA;PRAÇA: ORLANDO GOMES, 150;;49200000
035901000;GERENCIA REGIONAL DO TRABALHO EM ITABAIANA;SE;ITABAIANA;XXX;;99999999
112000094;AGÊNCIA REGIONAL DO TRABALHO EM ITABAIANA;SE;ITABAIANA;.;;99999999
035900002;AGÊNCIA REGIONAL DO TRABALHO EM LAGARTO;SE;LAGARTO;RUA: ALFREDO BATISTA, 96;;49400000
035900003;AGÊNCIA REGIONAL DO TRABALHO EM MARUIM;SE;MARUIM;XXX;xxx;99999999
035900004;AGÊNCIA DE ATENDIMENTO DE NEOPOLIS;SE;NEÓPOLIS;INEXISTENTE;;49980000
112000033;AGÊNCIA REGIONAL DO TRABALHO EM NOSSA SENHORA DA GLÓRIA;SE;NOSSA SENHORA DA GLÓRIA;XXX;;99999999
035900005;AGÊNCIA REGIONAL DO TRABALHO EM NOSSA SENHORA DAS DORES;SE;NOSSA SENHORA DAS DORES;.;;99999999
035900006;AGÊNCIA REGIONAL DO TRABALHO EM PROPRIÁ;SE;PROPRIÁ;XXX;;99999999
018916001;AGÊNCIA REGIONAL DO TRABALHO EM ADAMANTINA;SP;ADAMANTINA;.;;99999999
018908001;AGÊNCIA REGIONAL DO TRABALHO EM AGUDOS;SP;AGUDOS;.;;99999999
018909001;AGÊNCIA REGIONAL DO TRABALHO EM AMERICANA;SP;AMERICANA;RUA PADRE MANOEL DA NÓBREGA,121;;13466321
018909002;AGÊNCIA REGIONAL DO TRABALHO EM AMPARO;SP;AMPARO;AVENIDA BERNARDINO DE CAMPOS 705;;13900400
018906001;AGÊNCIA REGIONAL DO TRABALHO EM AMÉRICO BRASILIENSE;SP;AMÉRICO BRASILIENSE;.;;99999999
018905001;AGÊNCIA REGIONAL DO TRABALHO EM ANDRADINA;SP;ANDRADINA;.;;99999999
018922001;AGÊNCIA REGIONAL DO TRABALHO EM APARECIDA;SP;APARECIDA;.;;99999999
018925004;AGÊNCIA REGIONAL DO TRABALHO EM APIAI;SP;APIAÍ;.;;99999999
112000015;AGÊNCIA REGIONAL DO TRABALHO DE APIAI;SP;APIAÍ;ENDEREÇO;Bairro;99999999
018906000;GERÊNCIA REGIONAL DO TRABALHO EM ARARAQUARA;SP;ARARAQUARA;AVENIDA ANTONIO LOURENÇO CORRÊA, 635;VILA XAVIER;14810138
018909003;AGÊNCIA REGIONAL DO TRABALHO EM ARARAS;SP;ARARAS;AV. ZURITA, 681;JD. BELVEDERE;13601020
018905000;GERÊNCIA REGIONAL DO TRABALHO EM ARAÇATUBA;SP;ARAÇATUBA;AV. JOÃO ARRUDA BRASIL, 1626;SÃO JOAQUIM;16050400
018911001;AGÊNCIA REGIONAL DO TRABALHO EM ARUJÁ;SP;ARUJÁ;RUA ADHEMAR DE BARROS, 60;JARDIM MODELO;07401290
018913001;AGÊNCIA REGIONAL DO TRABALHO EM ASSIS;SP;ASSIS;.;;99999999
018912001;AGÊNCIA REGIONAL DO TRABALHO EM ATIBAIA;SP;ATIBAIA;.;;99999999
018908010;AGÊNCIA REGIONAL DO TRABALHO EM AVARÉ;SP;AVARÉ;.;;99999999
018924001;AGÊNCIA DE ATENDIMENTO DE AVARE;SP;AVARÉ;RUA RIO GRANDE DO SUL, 1666;;01870000
018908002;AGÊNCIA REGIONAL DO TRABALHO EM BARRA BONITA;SP;BARRA BONITA;.;;99999999
018907000;GERÊNCIA REGIONAL DO TRABALHO EM BARRETOS;SP;BARRETOS;AV. VINTE E TRÊS, 1302;CENTRO;14780320
018914001;AGÊNCIA DE ATENDIMENTO DE BARUERI;SP;BARUERI;INEXISTENTE;;00640000
018913002;AGÊNCIA REGIONAL DO TRABALHO EM BASTOS;SP;BASTOS;.;;99999999
018917001;AGÊNCIA REGIONAL DO TRABALHO EM BATATAIS;SP;BATATAIS;.;;99999999
018908000;GERENCIA REGIONAL DO TRABALHO EM BAURU;SP;BAURU;RUA TREZE DE MAIO, 7-20,;CENTRO;17015270
018907001;AGÊNCIA REGIONAL DO TRABALHO EM BEBEDOURO;SP;BEBEDOURO;RUA VANOR JUNQUEIRA FRANCO, 612;CENTRO;14701010
018905002;AGÊNCIA REGIONAL DO TRABALHO EM BIRIGUI;SP;BIRIGUI;.;;99999999
018908003;AGÊNCIA REGIONAL DO TRABALHO EM BOTUCATU;SP;BOTUCATU;RUA RANGEL PESTANA, SN;CENTRO;18600070
018912002;AGÊNCIA REGIONAL DO TRABALHO EM BRAGANÇA PAULISTA;SP;BRAGANÇA PAULISTA;R. CEL. TEÓFILO LEME, 1240;CENTRO;12900002
018912003;AGÊNCIA REGIONAL DO TRABALHO EM MAIRIPORÃ;SP;CAIEIRAS;.;;99999999
018914002;AGÊNCIA DE ATENDIMENTO DE CAJAMAR;SP;CAJAMAR;INEXISTENTE;;00775000
018909000;GERÊNCIA REGIONAL DO TRABALHO EM CAMPINAS;SP;CAMPINAS;AV. MARECHAL CARMONA, 686 - VL.;JOÃO JORGE;13041311
018909004;AGENCIA REGIONAL DO TRABALHO EM CAMPINAS I;SP;CAMPINAS;.;;99999999
018912004;AGÊNCIA DE ATENDIMENTO CAMPO LIMPO PAULISTA;SP;CAMPO LIMPO PAULISTA;INEXISTENTE;;01323000
018922003;AGÊNCIA REGIONAL DO TRABALHO EM CAMPOS DO JORDÃO;SP;CAMPOS DO JORDÃO;.;;99999999
018915001;AGÊNCIA REGIONAL DO TRABALHO EM CAPIVARI;SP;CAPIVARI;.;;99999999
018924002;AGENCIA REGIONAL DO TRABALHO EM CAPÃO BONITO;SP;CAPÃO BONITO;.;;99999999
018925001;AGÊNCIA DE ATENDIMENTO DE CAPAO BONITO;SP;CAPÃO BONITO;RUA 9 DE JULHO,690;CENTRO;01830000
018925005;AGENCIA REGIONAL DO TRABALHO EM CAPAO BONITO;SP;CAPÃO BONITO;ENDEREÇO;Bairro;99999999
018922004;AGÊNCIA REGIONAL DO TRABALHO EM CARAGUATATUBA;SP;CARAGUATATUBA;.;;99999999
018914003;AGÊNCIA DE ATENDIMENTO DE CARAPICUIBA;SP;CARAPICUÍBA;INEXISTENTE;;00630000
018923001;AGÊNCIA REGIONAL DO TRABALHO EM CATANDUVA;SP;CATANDUVA;.;;99999999
018922002;AGÊNCIA REGIONAL DO TRABALHO EM CAÇAPAVA;SP;CAÇAPAVA;.;;99999999
018914004;AGÊNCIA REGIONAL DO TRABALHO EM COTIA;SP;COTIA;RUA JORGE CAIXE, 306;JD NOMURA;06716690
018922005;AGÊNCIA REGIONAL DO TRABALHO EM CRUZEIRO;SP;CRUZEIRO;RUA DOUTOR CELESTINO, 1620;VILA CANEVARI;12710260
018919001;AGÊNCIA REGIONAL DO TRABALHO EM CUBATÃO;SP;CUBATÃO;.;;99999999
018921001;AGÊNCIA REGIONAL DO TRABALHO EM DESCALVADO;SP;DESCALVADO;.;;99999999
018920001;AGÊNCIA REGIONAL DO TRABALHO EM DIADEMA;SP;DIADEMA;.;;99999999
018916002;AGÊNCIA REGIONAL DO TRABALHO EM DRACENA;SP;DRACENA;.;;99999999
018923002;AGÊNCIA REGIONAL DO TRABALHO EM FERNANDÓPOLIS;SP;FERNANDÓPOLIS;.;;99999999
018910000;GERÊNCIA REGIONAL DO TRABALHO EM FRANCA;SP;FRANCA;RUA VOLUNTÁRIOS DA FRANCA,1186;CENTRO;14400490
018922006;AGÊNCIA REGIONAL DO TRABALHO EM GUARATINGUETÁ;SP;GUARATINGUETÁ;AVENIDA DR. ARIBERTO PEREIRA DA CUNHA, 330;PORTAL DAS COLINAS;12516410
018919002;AGÊNCIA REGIONAL DO TRABALHO EM GUARUJÁ;SP;GUARUJÁ;.;;99999999
018911000;GERÊNCIA REGIONAL DO TRABALHO EM GUARULHOS;SP;GUARULHOS;RUA BRASILEIRA, 399;VILA ENDRES;07043010
018907002;AGÊNCIA REGIONAL DO TRABALHO EM GUAÍRA;SP;GUAÍRA;";";;99999999
018923003;AGÊNCIA REGIONAL DO TRABALHO EM IBIRÁ;SP;IBIRÁ;.;;99999999
018906002;AGÊNCIA REGIONAL DO TRABALHO EM IBITINGA;SP;IBITINGA;RUA TIRADENTES , 1145;CENTRO;14940000
018909005;AGENCIA REGIONAL DO TRABALHO EM CAMPINAS II;SP;INDAIATUBA;.;;99999999
018909006;AGÊNCIA DE ATENDIMENTO DE INDAIATUBA;SP;INDAIATUBA;INEXISTENTE;;01382000
018919003;AGÊNCIA REGIONAL DO TRABALHO EM ITANHAÉM;SP;ITANHAÉM;AV. HARRY FORSSELL, 1505 BOX 3;JD. BELAS ARTES;11740000
018914005;AGÊNCIA REGIONAL DO TRABALHO EM ITAPECERICA DA SERRA;SP;ITAPECERICA DA SERRA;.;;99999999
018924003;AGÊNCIA REGIONAL DO TRABALHO EM ITAPETININGA;SP;ITAPETININGA;RUA DR. VIRGÍLIO REZENDE, 836;CENTRO;18200046
018925002;AGÊNCIA DE ATENDIMENTO ITAPETININGA;SP;ITAPETININGA;RUA DR. VIRGÍLIO DE REZENDE, 836;CENTRO;18200046
018908011;AGÊNCIA DE ATENDIMENTO DE ITAPEVA;SP;ITAPEVA;RUA OLIMPIA,553;;01840000
018924004;AGÊNCIA DE ATENDIMENTO DE ITAPEVA;SP;ITAPEVA;RUA OLIMPIA, 553;;01840000
018925000;GERÊNCIA REGIONAL DO TRABALHO EM ITAPEVA;SP;ITAPEVA;RUA SÉRGIO MAZETTO, Nº 20;Jardim Europa;18406440
112000014;AGÊNCIA REGIONAL DO TRABALHO EM ITAPEVA;SP;ITAPEVA;RUA CEL. ACÁCIO PIEDADE, 590 - 594 - 596;;18400180
018908012;AGÊNCIA DE ATENDIMENTO DE ITARARE;SP;ITARARÉ;INEXISTENTE;;01846000
018924005;AGÊNCIA DE ATENDIMENTO DE ITARARE;SP;ITARARÉ;INEXISTENTE;;01846000
018925003;AGÊNCIA REGIONAL DO TRABALHO EM ITARARÉ;SP;ITARARÉ;ENDEREÇO;Bairro;99999999
112000016;AGÊNCIA REGIONAL DO TRABALHO EM  ITARARÉ;SP;ITARARÉ;ENDEREÇO;Bairro;99999999
018912005;AGÊNCIA REGIONAL DO TRABALHO EM ITATIBA;SP;ITATIBA;.;;99999999
018924006;AGÊNCIA REGIONAL DO TRABALHO EM ITU;SP;ITU;.;;99999999
018917002;AGÊNCIA REGIONAL DO TRABALHO EM JABOTICABAL;SP;JABOTICABAL;.;;99999999
018922007;AGÊNCIA REGIONAL DO TRABALHO EM JACAREÍ;SP;JACAREÍ;.;,;99999999
018909007;AGÊNCIA REGIONAL DO TRABALHO EM JAGUARIÚNA;SP;JAGUARIÚNA;.;;99999999
018923004;AGÊNCIA REGIONAL DO TRABALHO EM JALES;SP;JALES;.;;99999999
018914006;AGÊNCIA DE ATENDIMENTO DE JANDIRA;SP;JANDIRA;INEXISTENTE;;00660000
018907004;AGÊNCIA DE ATENDIMENTO DO TRABALHO;SP;JAÚ;INEXISTENTE;;01000000
018908004;AGÊNCIA REGIONAL DO TRABALHO EM JAÚ;SP;JAÚ;...;;99999999
018923005;AGÊNCIA REGIONAL DO TRABALHO EM JOSÉ BONIFÁCIO;SP;JOSÉ BONIFÁCIO;.;;99999999
018912000;GERÊNCIA REGIONAL DO TRABALHO EM JUNDIAÍ;SP;JUNDIAÍ;AV. NOVE DE JULHO, 401;CENTRO;13201019
018921002;AGÊNCIA REGIONAL DO TRABALHO EM LEME;SP;LEME;.;;99999999
018908005;AGÊNCIA REGIONAL DO TRABALHO EM LENÇOIS PAULISTA;SP;LENÇÓIS PAULISTA;.;;99999999
018915002;AGÊNCIA REGIONAL DO TRABALHO EM LIMEIRA;SP;LIMEIRA;.;;99999999
018908006;AGÊNCIA REGIONAL DO TRABALHO EM LINS;SP;LINS;.;;99999999
018922008;AGÊNCIA REGIONAL DO TRABALHO EM LORENA;SP;LORENA;.;,;99999999
018924007;AGÊNCIA REGIONAL DO TRABALHO EM MAIRINQUE;SP;MAIRINQUE;.;;99999999
018911002;AGÊNCIA DE ATENDIMENTO DE MAIRIPORA;SP;MAIRIPORÃ;INEXISTENTE;;00760000
018913000;GERÊNCIA REGIONAL DO TRABALHO EM MARÍLIA;SP;MARÍLIA;RUA 15 DE NOVEMBRO, 1183;CENTRO;17504000
018906003;AGÊNCIA REGIONAL DO TRABALHO EM MATÃO;SP;MATÃO;.;;99999999
018918001;AGÊNCIA REGIONAL DO TRABALHO EM MAUÁ;SP;MAUÁ;.;;99999999
018905003;AGÊNCIA REGIONAL DO TRABALHO EM MIRANDÓPOLIS;SP;MIRANDÓPOLIS;.;;99999999
018923006;AGÊNCIA REGIONAL DO TRABALHO EM MIRASSOL;SP;MIRASSOL;.;;88888888
018917003;AGÊNCIA REGIONAL DO TRABALHO EM MOCOCA;SP;MOCOCA;.;;99999999
018911003;AGÊNCIA REGIONAL DO TRABALHO EM MOGI DAS CRUZES;SP;MOGI DAS CRUZES;.;;99999999
018909008;AGÊNCIA REGIONAL DO TRABALHO EM MOGI-GUAÇU;SP;MOGI GUAÇU;RUA PAULA BUENO, 221;CENTRO;13840040
018909009;AGÊNCIA REGIONAL DO TRABALHO EM MOGI-MIRIM;SP;MOGI MIRIM;RUA DR. JOSÉ ALVES, 55;CENTRO;13800050
018917004;AGÊNCIA REGIONAL DO TRABALHO EM MONTE ALTO;SP;MONTE ALTO;RAUL ROCHA MEDEIROS, 1390;CENTRO;15910000
018915003;AGÊNCIA DE ATENDIMENTO DE MONTE MOR;SP;MONTE MOR;INEXISTENTE;;01319000
018923007;AGÊNCIA REGIONAL DO TRABALHO EM NOVO HORIZONTE;SP;NOVO HORIZONTE;RUA SETE DE SETEMBRO, 736;CENTRO;14960058
018907003;AGENCIA REGIONAL DO TRABALHO EM OLÍMPIA;SP;OLÍMPIA;.;;99999999
018917005;AGÊNCIA REGIONAL DO TRABALHO EM ORLÂNDIA;SP;ORLÂNDIA;RUA DOIS, Nº. 02;CENTRO;14620000
018914000;GERÊNCIA REGIONAL DO TRABALHO EM OSASCO;SP;OSASCO;PRAÇA DAS MONÇÕES, 101, 2º ANDAR;Piratininga;06233902
018916003;AGÊNCIA REGIONAL DO TRABALHO EM OSVALDO CRUZ;SP;OSVALDO CRUZ;AVENIDA MAGAY, 161;JARDIM AMÉRICA;17700000
018913003;AGÊNCIA REGIONAL DO TRABALHO EM OURINHOS;SP;OURINHOS;.;;99999999
018913004;AGÊNCIA REGIONAL DO TRABALHO EM PARAGUAÇU PAULISTA;SP;PARAGUAÇU PAULISTA;R. XV DE NOVEMBRO, 500;VILA GAMMON;19700000
018909010;AGÊNCIA REGIONAL DO TRABALHO EM PAULÍNIA;SP;PAULÍNIA;.;;99999999
018908007;AGÊNCIA REGIONAL DO TRABALHO EM PEDERNEIRAS;SP;PEDERNEIRAS;.;,;99999999
018910001;AGÊNCIA REGIONAL DO TRABALHO EM PEDREGULHO;SP;PEDREGULHO;.;;99999999
018905004;AGÊNCIA REGIONAL DO TRABALHO EM PENÁPOLIS;SP;PENÁPOLIS;RODOVIA SARGENTO LUCIANO ARNALDO COVOLAN, 1055;GILBERTO ELIAS FERREIRA;16306550
018922009;AGÊNCIA REGIONAL DO TRABALHO EM PINDAMONHANGABA;SP;PINDAMONHANGABA;RUA FRANCISCO PIORINO, 186;CENTRO;12400420
018915000;GERENCIA REGIONAL DO TRABALHO EM PIRACICABA;SP;PIRACICABA;AVENIDA SANTO ESTEVÃO, 76;Vila Rezende;13405249
018906007;POSTO DE ATENDIMENTO DE PIRAJUI;SP;PIRAJUÍ;RUA BARAO DE RIO BRANCO, S/N;;01660000
018908008;AGÊNCIA REGIONAL DO TRABALHO EM PIRAJUÍ;SP;PIRAJUÍ;,;;99999999
018921003;AGÊNCIA REGIONAL DO TRABALHO EM PIRASSUNUNGA;SP;PIRASSUNUNGA;RUA DOS LEMES, 971 BOX 11;TERMINAL RODOVIÁRIO;13630137
018924008;AGÊNCIA REGIONAL DO TRABALHO EM PORTO FELIZ;SP;PORTO FELIZ;RUA ALTINO ARANTES, 294;CENTRO;18540147
018911004;AGÊNCIA DE ATENDIMENTO DE POA;SP;POÁ;INEXISTENTE;;00855000
018919004;AGÊNCIA REGIONAL DO TRABALHO EM PRAIA GRANDE;SP;PRAIA GRANDE;AV. AYRTON SENNA DA SILVA, 1511;TUDE BASTOS;11726000
018916000;GERÊNCIA REGIONAL DO TRABALHO EM PRESIDENTE PRUDENTE;SP;PRESIDENTE PRUDENTE;RUA SIQUEIRA CAMPOS, 202;BAIRRO DO BOSQUE;19010060
018916004;AGÊNCIA REGIONAL DO TRABALHO EM PRESIDENTE VENCESLAU;SP;PRESIDENTE VENCESLAU;.;;99999999
018916005;AGÊNCIA REGIONAL DO TRABALHO EM RANCHARIA;SP;RANCHARIA;.;;99999999
018919005;AGÊNCIA REGIONAL DO TRABALHO EM REGISTRO;SP;REGISTRO;RUA SINFRÔNIO COSTA, 698;CENTRO;11900000
018918002;AGÊNCIA DE ATENDIMENTO DE RIBEIRAO PIRES;SP;RIBEIRÃO PIRES;INEXISTENTE;;00940000
018917000;GERÊNCIA REGIONAL DO TRABALHO EM RIBEIRÃO PRETO;SP;RIBEIRÃO PRETO;AVENIDA ITATIAIA, 365;JARDIM SUMARÉ;14025240
018906004;AGÊNCIA DE ATENDIMENTO DE RINCAO;SP;RINCÃO;AV. BARAO DO RIO BRANCO,963;CENTRO;01483000
018921004;AGÊNCIA REGIONAL DO TRABALHO EM RIO CLARO;SP;RIO CLARO;AV. 5, Nº 853;ESTÁDIO;13500380
018918003;AGÊNCIA DE ATENDIMENTO RIO GRANDE DA SERRA;SP;RIO GRANDE DA SERRA;INEXISTENTE;;00945000
018924009;AGÊNCIA REGIONAL DO TRABALHO EM SALTO;SP;SALTO;.;;99999999
018913005;AGÊNCIA REGIONAL DO TRABALHO EM SANTA CRUZ DO RIO PARDO;SP;SANTA CRUZ DO RIO PARDO;.;;99999999
018918000;GERÊNCIA REGIONAL DO TRABALHO EM SANTO ANDRÉ;SP;SANTO ANDRÉ;AV. JOSE CABALLERO, Nº 35 - 6 ANDAR;VILA BASTOS;09040902
018918004;AGÊNCIA DE ATENDIMENTO DE SANTO ANDRE;SP;SANTO ANDRÉ;INEXISTENTE;;00904000
018919000;GERENCIA REGIONAL DO TRABALHO EM SANTOS;SP;SANTOS;RUA BRÁZ CUBAS, 190;CENTRO;11013162
018909012;AGÊNCIA REGIONAL DO TRABALHO EM SERRA NEGRA;SP;SERRA NEGRA;.;;99999999
018917006;AGÊNCIA REGIONAL DO TRABALHO EM SERTÃOZINHO;SP;SERTÃOZINHO;RUA ELPÍDIO GOMES, Nº. 40;CENTRO;14160080
018924000;GERÊNCIA REGIONAL DO TRABALHO EM SOROCABA;SP;SOROCABA;RUA RIBEIRÃO PRETO, 182;JARDIM LEOCÁDIA;18085380
018909013;AGÊNCIA REGIONAL DO TRABALHO EM SUMARÉ;SP;SUMARÉ;.;;99999999
018911005;AGÊNCIA REGIONAL DO TRABALHO EM SUZANO;SP;SUZANO;.;;99999999
018920000;GERÊNCIA REGIONAL DO TRABALHO EM SÃO BERNARDO CAMPO;SP;SÃO BERNARDO DO CAMPO;AV. NEWTON MONTEIRO DE ANDRADE, 83;CENTRO;09725370
018920002;AGÊNCIA DE ATENDIMENTO SAO BERNARDO DO CAMPO;SP;SÃO BERNARDO DO CAMPO;INEXISTENTE;;00970197
018920003;AGÊNCIA DE ATENDIMENTO DO TRABALHO;SP;SÃO BERNARDO DO CAMPO;INEXISTENTE;;01000000
018918005;AGÊNCIA REGIONAL DO TRABALHO EM SÃO CAETANO DO SUL;SP;SÃO CAETANO DO SUL;.;;99999999
018921000;GERÊNCIA REGIONAL DO TRABALHO EM SÃO CARLOS;SP;SÃO CARLOS;RUA TREZE DE MAIO, 2454;CENTRO;13560647
018910002;AGÊNCIA REGIONAL DO TRABALHO EM SÃO JOAQUIM DA BARRA;SP;SÃO JOAQUIM DA BARRA;RUA  CEARÁ, 1512;CENTRO;14600000
018921005;AGÊNCIA REGIONAL DO TRABALHO EM SÃO JOSÉ DO RIO PARDO;SP;SÃO JOSÉ DO RIO PARDO;AV. M? APARECIDA SALGADO BRAGHETTA, 1020;CENTRO;13720000
018923000;GERÊNCIA REGIONAL DO TRABALHO EM SÃO JOSÉ DO RIO PRETO;SP;SÃO JOSÉ DO RIO PRETO;AVENIDA BADY BASSITT Nº 3439;CENTRO;15015700
018922000;GERÊNCIA REGIONAL DO TRABALHO EM SÃO JOSÉ DOS CAMPOS;SP;SÃO JOSÉ DOS CAMPOS;RUA CEL. JOSÉ MONTEIRO, 317;CENTRO;12210140
018909011;AGÊNCIA REGIONAL DO TRABALHO EM SÃO JOÃO DA BOA VISTA;SP;SÃO JOÃO DA BOA VISTA;.;;99999999
018908009;AGÊNCIA REGIONAL DO TRABALHO EM SÃO MANUEL;SP;SÃO MANUEL;.;;99999999
018000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO EM SÃO PAULO;SP;SÃO PAULO;AV. PRESTES MAIA, Nº 733, 13º ANDAR;Centro;01031001
018901000;GERENCIA REGIONAL DO TRABALHO EM SAO PAULO - 1 NORTE;SP;SÃO PAULO;...;;99999999
018901001;AGENCIA REGIONAL DO TRABALHO EM SÃO PAULO - 1 NORTE;SP;SÃO PAULO;.;;99999999
018902000;GERENCIA REGIONAL DO TRABALHO EM SAO PAULO - 2 SUL;SP;SÃO PAULO;.;;99999999
018903000;GERENCIA REGIONAL DO TRABALHO EM SAO PAULO - 3 LESTE;SP;SÃO PAULO;.;;88888888
018904000;GERENCIA REGIONAL DO TRABALHO EM SAO PAULO - 4 OESTE;SP;SÃO PAULO;.;;88888888
018915004;AGÊNCIA DE ATENDIMENTO DE SAO PEDRO;SP;SÃO PEDRO;INEXISTENTE;;01352000
018924010;AGÊNCIA REGIONAL DO TRABALHO EM SÃO ROQUE;SP;SÃO ROQUE;RUA PADRE MARÇAL Nº 30;CENTRO;18130200
018919006;AGÊNCIA REGIONAL DO TRABALHO EM SÃO SEBASTIÃO;SP;SÃO SEBASTIÃO;AV. GUARDA-MOR LOBO VIANA, 435 - LOJA 2 BLOCO C;CENTRO;11608530
018919007;AGÊNCIA REGIONAL DO TRABALHO EM SÃO VICENTE;SP;SÃO VICENTE;.;;99999999
018914007;AGÊNCIA REGIONAL DO TRABALHO EM TABOÃO DA SERRA;SP;TABOÃO DA SERRA;RUA CESÁRIO DAU, 535;JARDIM MARIA ROSA;06763080
018921006;AGÊNCIA REGIONAL DO TRABALHO EM TAMBAÚ;SP;TAMBAÚ;.;;99999999
018906005;AGÊNCIA REGIONAL DO TRABALHO EM TAQUARITINGA;SP;TAQUARITINGA;ROMEU MARSICO, 200;CENTRO;15900072
