codigo;nr;gradacao
137429-0;NR-37;I2
137430-3;NR-37;I2
137431-1;NR-37;I2
137432-0;NR-37;I3
137433-8;NR-37;I3
137434-6;NR-37;I3
137435-4;NR-37;I3
137436-2;NR-37;I3
137437-0;NR-37;I3
137438-9;NR-37;I2
137439-7;NR-37;I3
137440-0;NR-37;I2
137441-9;NR-37;I3
137442-7;NR-37;I2
137443-5;NR-37;I3
137444-3;NR-37;I3
137445-1;NR-37;I4
137446-0;NR-37;I3
137447-8;NR-37;I3
137448-6;NR-37;I3
137449-4;NR-37;I3
137450-8;NR-37;I2
137451-6;NR-37;I3
137452-4;NR-37;I3
137453-2;NR-37;I2
137454-0;NR-37;I2
137455-9;NR-37;I2
137456-7;NR-37;I3
137457-5;NR-37;I2
137458-3;NR-37;I3
137459-1;NR-37;I3
137460-5;NR-37;I3
137461-3;NR-37;I3
137462-1;NR-37;I3
137463-0;NR-37;I3
137464-8;NR-37;I3
137465-6;NR-37;I3
137466-4;NR-37;I3
137467-2;NR-37;I3
137468-0;NR-37;I3
137469-9;NR-37;I3
137470-2;NR-37;I3
137471-0;NR-37;I3
137472-9;NR-37;I3
137473-7;NR-37;I3
137474-5;NR-37;I3
137475-3;NR-37;I3
137476-1;NR-37;I3
137477-0;NR-37;I3
137478-8;NR-37;I3
137479-6;NR-37;I3
137480-0;NR-37;I3
137481-8;NR-37;I3
137482-6;NR-37;I3
137483-4;NR-37;I3
137484-2;NR-37;I3
137485-0;NR-37;I3
137486-9;NR-37;I3
137487-7;NR-37;I3
137488-5;NR-37;I3
137489-3;NR-37;I3
137490-7;NR-37;I3
137491-5;NR-37;I3
137492-3;NR-37;I3
137493-1;NR-37;I3
137494-0;NR-37;I3
137495-8;NR-37;I3
137496-6;NR-37;I3
137497-4;NR-37;I3
137498-2;NR-37;I3
137499-0;NR-37;I3
137500-8;NR-37;I3
137501-6;NR-37;I3
137502-4;NR-37;I3
137503-2;NR-37;I3
137504-0;NR-37;I3
137505-9;NR-37;I3
137506-7;NR-37;I3
137507-5;NR-37;I3
137508-3;NR-37;I3
137509-1;NR-37;I3
137510-5;NR-37;I3
137511-3;NR-37;I3
137512-1;NR-37;I3
137513-0;NR-37;I3
137514-8;NR-37;I3
137515-6;NR-37;I3
137516-4;NR-37;I2
137517-2;NR-37;I2
137518-0;NR-37;I2
137519-9;NR-37;I3
137520-2;NR-37;I3
137521-0;NR-37;I3
137522-9;NR-37;I3
137523-7;NR-37;I3
137524-5;NR-37;I3
137525-3;NR-37;I3
137526-1;NR-37;I3
137527-0;NR-37;I3
137528-8;NR-37;I3
137529-6;NR-37;I3
137530-0;NR-37;I3
137531-8;NR-37;I3
137532-6;NR-37;I3
137533-4;NR-37;I3
137534-2;NR-37;I3
137535-0;NR-37;I3
137536-9;NR-37;I2
137537-7;NR-37;I3
137538-5;NR-37;I3
137539-3;NR-37;I3
137540-7;NR-37;I3
137541-5;NR-37;I3
137542-3;NR-37;I3
137543-1;NR-37;I3
137544-0;NR-37;I3
137545-8;NR-37;I3
137546-6;NR-37;I3
137547-4;NR-37;I3
137548-2;NR-37;I2
137549-0;NR-37;I3
137550-4;NR-37;I3
137551-2;NR-37;I3
137552-0;NR-37;I3
137553-9;NR-37;I3
137554-7;NR-37;I3
137555-5;NR-37;I3
137556-3;NR-37;I3
137557-1;NR-37;I3
137558-0;NR-37;I3
137559-8;NR-37;I3
137560-1;NR-37;I3
137561-0;NR-37;I3
137562-8;NR-37;I3
137563-6;NR-37;I3
137564-4;NR-37;I3
137565-2;NR-37;I3
137566-0;NR-37;I3
137567-9;NR-37;I3
137568-7;NR-37;I3
137569-5;NR-37;I3
137570-9;NR-37;I3
137571-7;NR-37;I3
137572-5;NR-37;I3
137573-3;NR-37;I3
137574-1;NR-37;I3
137575-0;NR-37;I3
137576-8;NR-37;I3
137577-6;NR-37;I3
137578-4;NR-37;I3
137579-2;NR-37;I3
137580-6;NR-37;I3
137581-4;NR-37;I3
137582-2;NR-37;I3
137583-0;NR-37;I3
137584-9;NR-37;I3
137585-7;NR-37;I3
137586-5;NR-37;I3
137587-3;NR-37;I3
137588-1;NR-37;I3
137589-0;NR-37;I3
137590-3;NR-37;I3
137591-1;NR-37;I3
137592-0;NR-37;I3
137593-8;NR-37;I3
137594-6;NR-37;I3
137595-4;NR-37;I3
137596-2;NR-37;I3
137597-0;NR-37;I3
137598-9;NR-37;I3
137599-7;NR-37;I3
137600-4;NR-37;I4
137601-2;NR-37;I3
137602-0;NR-37;I3
137603-9;NR-37;I3
137604-7;NR-37;I3
137605-5;NR-37;I3
137606-3;NR-37;I2
137607-1;NR-37;I3
137608-0;NR-37;I3
137609-8;NR-37;I3
137610-1;NR-37;I2
137611-0;NR-37;I3
137612-8;NR-37;I2
137613-6;NR-37;I2
138001-0;NR-38;I3
138002-8;NR-38;I3
138003-6;NR-38;I3
138004-4;NR-38;I2
138005-2;NR-38;I3
138006-0;NR-38;I2
138007-9;NR-38;I1
138008-7;NR-38;I2
138009-5;NR-38;I2
138010-9;NR-38;I2
138011-7;NR-38;I1
138012-5;NR-38;I3
138013-3;NR-38;I3
138014-1;NR-38;I2
138015-0;NR-38;I3
138016-8;NR-38;I1
138017-6;NR-38;I1
138018-4;NR-38;I1
138019-2;NR-38;I3
138020-6;NR-38;I3
138021-4;NR-38;I2
138022-2;NR-38;I3
138023-0;NR-38;I2
138024-9;NR-38;I2
138025-7;NR-38;I2
138026-5;NR-38;I2
138027-3;NR-38;I3
138028-1;NR-38;I2
138029-0;NR-38;I2
138030-3;NR-38;I2
138031-1;NR-38;I3
138032-0;NR-38;I1
138033-8;NR-38;I2
138034-6;NR-38;I2
138035-4;NR-38;I2
138036-2;NR-38;I1
138037-0;NR-38;I2
138038-9;NR-38;I3
138039-7;NR-38;I2
138040-0;NR-38;I2
138041-9;NR-38;I4
138042-7;NR-38;I4
138043-5;NR-38;I3
138044-3;NR-38;I4
138045-1;NR-38;I4
138046-0;NR-38;I4
138047-8;NR-38;I4
138048-6;NR-38;I4
138049-4;NR-38;I4
138050-8;NR-38;I4
138051-6;NR-38;I2
138052-4;NR-38;I3
138053-2;NR-38;I3
138054-0;NR-38;I4
138055-9;NR-38;I3
138056-7;NR-38;I3
138057-5;NR-38;I4
138058-3;NR-38;I3
138059-1;NR-38;I3
138060-5;NR-38;I3
138061-3;NR-38;I4
138062-1;NR-38;I3
138063-0;NR-38;I2
138064-8;NR-38;I3
138065-6;NR-38;I2
138066-4;NR-38;I3
138067-2;NR-38;I3
138068-0;NR-38;I2
138069-9;NR-38;I2
138070-2;NR-38;I2
138071-0;NR-38;I2
138072-9;NR-38;I2
138073-7;NR-38;I3
138074-5;NR-38;I2
138075-3;NR-38;I4
138076-1;NR-38;I2
138077-0;NR-38;I2
138078-8;NR-38;I2
138079-6;NR-38;I2
138080-0;NR-38;I2
138081-8;NR-38;I2
138082-6;NR-38;I2
138083-4;NR-38;I2
138084-2;NR-38;I2
138085-0;NR-38;I2
138086-9;NR-38;I2
138087-7;NR-38;I1
138088-5;NR-38;I2
138089-3;NR-38;I2
138090-7;NR-38;I2
138091-5;NR-38;I2
138092-3;NR-38;I2
138093-1;NR-38;I2
138094-0;NR-38;I2
138095-8;NR-38;I2
138096-6;NR-38;I1
138097-4;NR-38;I2
138098-2;NR-38;I2
138099-0;NR-38;I2
138100-8;NR-38;I2
138101-6;NR-38;I2
138102-4;NR-38;I2
138103-2;NR-38;I2
138104-0;NR-38;I2
138105-9;NR-38;I2
138106-7;NR-38;I2
138107-5;NR-38;I2
205113-3;NR-05;I4
205115-0;NR-05;I3
205116-8;NR-05;I3
205118-4;NR-05;I2
205119-2;NR-05;I2
205120-6;NR-05;I2
205122-2;NR-05;I3
205124-9;NR-05;I3
205125-7;NR-05;I3
205126-5;NR-05;I2
205127-3;NR-05;I1
205128-1;NR-05;I1
205131-1;NR-05;I2
205132-0;NR-05;I3
205133-8;NR-05;I2
205134-6;NR-05;I3
205135-4;NR-05;I3
205136-2;NR-05;I3
205137-0;NR-05;I3
205138-9;NR-05;I2
205139-7;NR-05;I2
205140-0;NR-05;I2
205141-9;NR-05;I3
205145-1;NR-05;I3
205147-8;NR-05;I3
205148-6;NR-05;I2
205149-4;NR-05;I3
205150-8;NR-05;I2
205152-4;NR-05;I3
205155-9;NR-05;I3
205158-3;NR-05;I2
205159-1;NR-05;I3
205160-5;NR-05;I3
205161-3;NR-05;I2
205162-1;NR-05;I2
205163-0;NR-05;I2
205164-8;NR-05;I2
205165-6;NR-05;I2
205166-4;NR-05;I2
205167-2;NR-05;I2
205168-0;NR-05;I2
205169-9;NR-05;I2
205170-2;NR-05;I2
205171-0;NR-05;I3
205172-9;NR-05;I3
205173-7;NR-05;I3
205174-5;NR-05;I2
205175-3;NR-05;I2
205176-1;NR-05;I3
205177-0;NR-05;I3
205178-8;NR-05;I2
205179-6;NR-05;I2
205180-0;NR-05;I3
205181-8;NR-05;I3
205182-6;NR-05;I2
205183-4;NR-05;I2
205184-2;NR-05;I2
205185-0;NR-05;I2
205186-9;NR-05;I2
205187-7;NR-05;I2
205188-5;NR-05;I2
205189-3;NR-05;I2
205190-7;NR-05;I2
205191-5;NR-05;I2
205192-3;NR-05;I2
205193-1;NR-05;I2
205194-0;NR-05;I3
205195-8;NR-05;I3
205196-6;NR-05;I3
205197-4;NR-05;I3
205198-2;NR-05;I3
205199-0;NR-05;I3
205200-8;NR-05;I3
205201-6;NR-05;I2
205202-4;NR-05;I2
205203-2;NR-05;I2
205204-0;NR-05;I2
205205-9;NR-05;I2
205206-7;NR-05;I3
205207-5;NR-05;I3
205208-3;NR-05;I2
205209-1;NR-05;I2
205210-5;NR-05;I3
205211-3;NR-05;I2
205212-1;NR-05;I2
205213-0;NR-05;I2
205214-8;NR-05;I2
206048-5;NR-06;I3
206049-3;NR-06;I4
206050-7;NR-06;I4
206051-5;NR-06;I4
206052-3;NR-06;I2
206053-1;NR-06;I4
206054-0;NR-06;I2
206055-8;NR-06;I3
206056-6;NR-06;I2
206059-0;NR-06;I3
206060-4;NR-06;I4
206062-0;NR-06;I3
206063-9;NR-06;I3
206064-7;NR-06;I2
206065-5;NR-06;I3
206066-3;NR-06;I3
206067-1;NR-06;I3
206068-0;NR-06;I3
206069-8;NR-06;I3
206070-1;NR-06;I3
206072-8;NR-06;I3
206073-6;NR-06;I3
206074-4;NR-06;I3
206075-2;NR-06;I3
206076-0;NR-06;I3
206077-9;NR-06;I3
206078-7;NR-06;I3
210002-9;NR-10;I1
210003-7;NR-10;I3
210012-6;NR-10;I4
210016-9;NR-10;I3
210017-7;NR-10;I2
210033-9;NR-10;I2
210041-0;NR-10;I2
210042-8;NR-10;I4
210043-6;NR-10;I4
210046-0;NR-10;I3
210047-9;NR-10;I2
210049-5;NR-10;I3
210067-3;NR-10;I3
210090-8;NR-10;I2
210091-6;NR-10;I3
210094-0;NR-10;I3
210122-0;NR-10;I4
210127-0;NR-10;I2
210128-9;NR-10;I2
210138-6;NR-10;I3
210146-7;NR-10;I3
210156-4;NR-10;I2
210161-0;NR-10;I3
210162-9;NR-10;I3
210163-7;NR-10;I3
210166-1;NR-10;I3
210171-8;NR-10;I3
210177-7;NR-10;I3
210178-5;NR-10;I2
210179-3;NR-10;I4
210180-7;NR-10;I4
210181-5;NR-10;I3
210182-3;NR-10;I3
210183-1;NR-10;I3
210184-0;NR-10;I4
210185-8;NR-10;I4
210186-6;NR-10;I4
210187-4;NR-10;I4
210188-2;NR-10;I2
210189-0;NR-10;I3
210190-4;NR-10;I3
210191-2;NR-10;I3
210192-0;NR-10;I3
210193-9;NR-10;I3
210194-7;NR-10;I4
210195-5;NR-10;I4
213494-2;NR-13;I4
213495-0;NR-13;I4
213496-9;NR-13;I4
213497-7;NR-13;I2
213498-5;NR-13;I4
213499-3;NR-13;I4
213500-0;NR-13;I4
213501-9;NR-13;I4
213502-7;NR-13;I4
213504-3;NR-13;I4
213505-1;NR-13;I4
213506-0;NR-13;I4
213507-8;NR-13;I3
213508-6;NR-13;I4
213509-4;NR-13;I3
213510-8;NR-13;I3
213511-6;NR-13;I4
213512-4;NR-13;I4
213513-2;NR-13;I4
213514-0;NR-13;I4
213515-9;NR-13;I3
213516-7;NR-13;I3
213517-5;NR-13;I3
213518-3;NR-13;I3
213519-1;NR-13;I3
213520-5;NR-13;I4
213521-3;NR-13;I3
213522-1;NR-13;I4
213523-0;NR-13;I4
213524-8;NR-13;I4
213525-6;NR-13;I4
213526-4;NR-13;I3
213527-2;NR-13;I4
213528-0;NR-13;I4
213529-9;NR-13;I4
213530-2;NR-13;I4
213531-0;NR-13;I4
213532-9;NR-13;I4
213533-7;NR-13;I4
213534-5;NR-13;I4
213535-3;NR-13;I4
213536-1;NR-13;I4
213537-0;NR-13;I4
213538-8;NR-13;I2
213539-6;NR-13;I3
213540-0;NR-13;I4
213541-8;NR-13;I3
213542-6;NR-13;I3
213543-4;NR-13;I3
213544-2;NR-13;I4
213545-0;NR-13;I4
213547-7;NR-13;I3
213548-5;NR-13;I3
213549-3;NR-13;I4
213550-7;NR-13;I4
213551-5;NR-13;I4
213552-3;NR-13;I3
213553-1;NR-13;I4
213554-0;NR-13;I4
213555-8;NR-13;I4
213556-6;NR-13;I3
213557-4;NR-13;I4
213558-2;NR-13;I4
213559-0;NR-13;I3
213560-4;NR-13;I4
213561-2;NR-13;I4
213562-0;NR-13;I4
213563-9;NR-13;I4
213564-7;NR-13;I4
213565-5;NR-13;I3
213566-3;NR-13;I3
213567-1;NR-13;I4
213568-0;NR-13;I3
213569-8;NR-13;I4
213570-1;NR-13;I4
213571-0;NR-13;I4
213572-8;NR-13;I4
213573-6;NR-13;I4
213574-4;NR-13;I3
213575-2;NR-13;I4
213576-0;NR-13;I4
213577-9;NR-13;I3
213578-7;NR-13;I4
213579-5;NR-13;I4
213580-9;NR-13;I3
213581-7;NR-13;I4
213582-5;NR-13;I4
213583-3;NR-13;I4
213584-1;NR-13;I4
213585-0;NR-13;I4
213586-8;NR-13;I4
213587-6;NR-13;I4
213589-2;NR-13;I4
213590-6;NR-13;I3
213591-4;NR-13;I4
213592-2;NR-13;I4
213593-0;NR-13;I4
220218-2;NR-20;I4
220219-0;NR-20;I3
220220-4;NR-20;I3
220221-2;NR-20;I3
220222-0;NR-20;I3
220223-9;NR-20;I3
220224-7;NR-20;I4
220225-5;NR-20;I3
220226-3;NR-20;I3
220227-1;NR-20;I1
220228-0;NR-20;I2
220229-8;NR-20;I4
220230-1;NR-20;I3
220231-0;NR-20;I3
220232-8;NR-20;I3
220233-6;NR-20;I3
220234-4;NR-20;I3
220235-2;NR-20;I3
220236-0;NR-20;I4
220237-9;NR-20;I3
220238-7;NR-20;I4
220239-5;NR-20;I4
220240-9;NR-20;I3
220241-7;NR-20;I3
220242-5;NR-20;I3
220243-3;NR-20;I3
220244-1;NR-20;I3
220245-0;NR-20;I2
220246-8;NR-20;I3
220247-6;NR-20;I3
220248-4;NR-20;I3
220249-2;NR-20;I4
220250-6;NR-20;I3
220251-4;NR-20;I3
220252-2;NR-20;I2
220253-0;NR-20;I2
220254-9;NR-20;I3
220255-7;NR-20;I2
220256-5;NR-20;I2
220257-3;NR-20;I3
220258-1;NR-20;I3
220259-0;NR-20;I3
220260-3;NR-20;I3
220261-1;NR-20;I2
220262-0;NR-20;I3
220263-8;NR-20;I3
220264-6;NR-20;I2
220265-4;NR-20;I2
220266-2;NR-20;I4
220267-0;NR-20;I4
220268-9;NR-20;I4
220269-7;NR-20;I4
220270-0;NR-20;I4
220271-9;NR-20;I4
220272-7;NR-20;I4
220273-5;NR-20;I4
220274-3;NR-20;I4
220275-1;NR-20;I4
220276-0;NR-20;I4
220277-8;NR-20;I4
220278-6;NR-20;I2
220279-4;NR-20;I3
220280-8;NR-20;I3
220281-6;NR-20;I3
220282-4;NR-20;I2
220283-2;NR-20;I2
220284-0;NR-20;I3
220285-9;NR-20;I3
220286-7;NR-20;I2
220287-5;NR-20;I2
220289-1;NR-20;I2
220290-5;NR-20;I3
220291-3;NR-20;I3
220292-1;NR-20;I4
220293-0;NR-20;I4
220294-8;NR-20;I4
220295-6;NR-20;I4
220296-4;NR-20;I4
220297-2;NR-20;I4
220298-0;NR-20;I3
220299-9;NR-20;I3
220300-6;NR-20;I3
220301-4;NR-20;I3
220302-2;NR-20;I4
220303-0;NR-20;I3
220305-7;NR-20;I2
220306-5;NR-20;I4
220307-3;NR-20;I2
220308-1;NR-20;I2
220309-0;NR-20;I3
220310-3;NR-20;I3
220311-1;NR-20;I3
220312-0;NR-20;I2
220313-8;NR-20;I1
220314-6;NR-20;I3
220315-4;NR-20;I3
220316-2;NR-20;I2
220317-0;NR-20;I3
220318-9;NR-20;I3
220319-7;NR-20;I3
220320-0;NR-20;I3
220321-9;NR-20;I3
220322-7;NR-20;I3
220323-5;NR-20;I3
220324-3;NR-20;I3
220325-1;NR-20;I4
220326-0;NR-20;I3
220327-8;NR-20;I4
220328-6;NR-20;I3
220329-4;NR-20;I3
220330-8;NR-20;I3
220331-6;NR-20;I4
220332-4;NR-20;I1
220333-2;NR-20;I3
220334-0;NR-20;I3
220335-9;NR-20;I3
220336-7;NR-20;I3
231083-0;NR-31;I3
231084-8;NR-31;I3
231085-6;NR-31;I4
231086-4;NR-31;I3
231087-2;NR-31;I2
231088-0;NR-31;I2
231089-9;NR-31;I2
231090-2;NR-31;I2
231091-0;NR-31;I4
231092-9;NR-31;I4
231093-7;NR-31;I3
231094-5;NR-31;I2
231095-3;NR-31;I3
231096-1;NR-31;I3
231097-0;NR-31;I3
231098-8;NR-31;I1
231099-6;NR-31;I2
231100-3;NR-31;I2
231101-1;NR-31;I2
231102-0;NR-31;I3
231103-8;NR-31;I3
231104-6;NR-31;I3
231105-4;NR-31;I4
231106-2;NR-31;I3
231107-0;NR-31;I3
231108-9;NR-31;I3
231109-7;NR-31;I3
231110-0;NR-31;I3
231111-9;NR-31;I3
231112-7;NR-31;I3
231113-5;NR-31;I4
231114-3;NR-31;I3
231115-1;NR-31;I2
231116-0;NR-31;I3
231117-8;NR-31;I2
231118-6;NR-31;I2
231119-4;NR-31;I2
231120-8;NR-31;I2
231121-6;NR-31;I3
231122-4;NR-31;I2
231123-2;NR-31;I2
231124-0;NR-31;I3
231125-9;NR-31;I3
231126-7;NR-31;I3
231127-5;NR-31;I3
231128-3;NR-31;I3
231129-1;NR-31;I3
231130-5;NR-31;I3
231131-3;NR-31;I3
231132-1;NR-31;I3
231133-0;NR-31;I3
231134-8;NR-31;I3
231135-6;NR-31;I3
231136-4;NR-31;I3
231137-2;NR-31;I2
231138-0;NR-31;I3
231139-9;NR-31;I2
231140-2;NR-31;I2
231141-0;NR-31;I1
231142-9;NR-31;I2
231143-7;NR-31;I2
231144-5;NR-31;I4
231145-3;NR-31;I4
231146-1;NR-31;I4
231147-0;NR-31;I4
231148-8;NR-31;I3
231149-6;NR-31;I3
231150-0;NR-31;I3
231151-8;NR-31;I3
231152-6;NR-31;I3
231153-4;NR-31;I3
231154-2;NR-31;I3
231155-0;NR-31;I3
231156-9;NR-31;I2
231157-7;NR-31;I1
231158-5;NR-31;I2
231159-3;NR-31;I2
231160-7;NR-31;I2
231161-5;NR-31;I3
231162-3;NR-31;I1
231163-1;NR-31;I1
231164-0;NR-31;I3
231165-8;NR-31;I2
231166-6;NR-31;I2
231167-4;NR-31;I1
231168-2;NR-31;I3
231169-0;NR-31;I3
231170-4;NR-31;I2
231171-2;NR-31;I2
231172-0;NR-31;I1
231173-9;NR-31;I1
231174-7;NR-31;I2
231175-5;NR-31;I1
231176-3;NR-31;I2
231177-1;NR-31;I3
231178-0;NR-31;I1
231179-8;NR-31;I1
231180-1;NR-31;I1
231181-0;NR-31;I1
231182-8;NR-31;I1
231183-6;NR-31;I1
231184-4;NR-31;I1
231185-2;NR-31;I1
231186-0;NR-31;I1
231187-9;NR-31;I1
231188-7;NR-31;I1
231189-5;NR-31;I1
231190-9;NR-31;I2
231191-7;NR-31;I2
231192-5;NR-31;I1
231193-3;NR-31;I1
231194-1;NR-31;I1
231195-0;NR-31;I2
231196-8;NR-31;I1
231197-6;NR-31;I2
231198-4;NR-31;I2
231199-2;NR-31;I2
231200-0;NR-31;I1
231201-8;NR-31;I2
231202-6;NR-31;I1
231203-4;NR-31;I1
231204-2;NR-31;I2
231205-0;NR-31;I2
231206-9;NR-31;I3
231207-7;NR-31;I2
231208-5;NR-31;I1
231209-3;NR-31;I3
231210-7;NR-31;I3
231211-5;NR-31;I3
231212-3;NR-31;I2
231213-1;NR-31;I2
231214-0;NR-31;I2
231215-8;NR-31;I3
231216-6;NR-31;I3
231217-4;NR-31;I3
231218-2;NR-31;I3
231219-0;NR-31;I2
231220-4;NR-31;I2
231221-2;NR-31;I2
231222-0;NR-31;I3
231223-9;NR-31;I3
231224-7;NR-31;I3
231225-5;NR-31;I2
231226-3;NR-31;I3
231227-1;NR-31;I3
231228-0;NR-31;I3
231229-8;NR-31;I3
231230-1;NR-31;I3
231231-0;NR-31;I3
231232-8;NR-31;I3
231233-6;NR-31;I4
231234-4;NR-31;I3
231235-2;NR-31;I2
231236-0;NR-31;I3
231237-9;NR-31;I2
231238-7;NR-31;I2
231239-5;NR-31;I3
231240-9;NR-31;I3
231241-7;NR-31;I3
231242-5;NR-31;I3
231243-3;NR-31;I3
231244-1;NR-31;I2
231245-0;NR-31;I2
231246-8;NR-31;I2
231247-6;NR-31;I3
231248-4;NR-31;I3
231249-2;NR-31;I3
231250-6;NR-31;I3
231251-4;NR-31;I3
231252-2;NR-31;I3
231253-0;NR-31;I3
231254-9;NR-31;I3
231255-7;NR-31;I2
231256-5;NR-31;I3
231257-3;NR-31;I3
231258-1;NR-31;I3
231259-0;NR-31;I2
231260-3;NR-31;I2
231261-1;NR-31;I2
231262-0;NR-31;I2
231263-8;NR-31;I3
231264-6;NR-31;I2
231265-4;NR-31;I2
231266-2;NR-31;I2
231267-0;NR-31;I3
231268-9;NR-31;I2
231269-7;NR-31;I2
231270-0;NR-31;I3
231271-9;NR-31;I3
231272-7;NR-31;I2
231273-5;NR-31;I2
231274-3;NR-31;I3
231275-1;NR-31;I3
231276-0;NR-31;I2
231277-8;NR-31;I3
231278-6;NR-31;I2
231279-4;NR-31;I2
231280-8;NR-31;I2
231281-6;NR-31;I3
231282-4;NR-31;I3
231283-2;NR-31;I3
231284-0;NR-31;I3
231285-9;NR-31;I2
231286-7;NR-31;I2
231287-5;NR-31;I2
231288-3;NR-31;I2
231289-1;NR-31;I2
231290-5;NR-31;I2
231291-3;NR-31;I2
231292-1;NR-31;I2
231293-0;NR-31;I3
231294-8;NR-31;I2
231295-6;NR-31;I2
231296-4;NR-31;I2
231297-2;NR-31;I2
231298-0;NR-31;I2
231299-9;NR-31;I3
231300-6;NR-31;I3
231301-4;NR-31;I2
231302-2;NR-31;I3
231303-0;NR-31;I3
231304-9;NR-31;I2
231305-7;NR-31;I3
231306-5;NR-31;I3
231307-3;NR-31;I3
231308-1;NR-31;I3
231309-0;NR-31;I3
231310-3;NR-31;I3
231311-1;NR-31;I3
231312-0;NR-31;I3
231313-8;NR-31;I3
231314-6;NR-31;I3
231315-4;NR-31;I3
231316-2;NR-31;I3
231317-0;NR-31;I3
231318-9;NR-31;I3
231319-7;NR-31;I3
231320-0;NR-31;I3
231321-9;NR-31;I3
231322-7;NR-31;I3
231323-5;NR-31;I3
231324-3;NR-31;I3
231325-1;NR-31;I3
231326-0;NR-31;I3
231327-8;NR-31;I3
231328-6;NR-31;I3
231329-4;NR-31;I3
231330-8;NR-31;I3
231331-6;NR-31;I3
231332-4;NR-31;I3
231333-2;NR-31;I3
231334-0;NR-31;I2
231335-9;NR-31;I3
231336-7;NR-31;I3
231337-5;NR-31;I3
231338-3;NR-31;I3
231339-1;NR-31;I3
231340-5;NR-31;I3
231341-3;NR-31;I3
231342-1;NR-31;I3
231343-0;NR-31;I3
231344-8;NR-31;I3
231345-6;NR-31;I3
231346-4;NR-31;I3
231347-2;NR-31;I3
231348-0;NR-31;I3
231349-9;NR-31;I3
231350-2;NR-31;I3
231351-0;NR-31;I3
231352-9;NR-31;I3
231353-7;NR-31;I3
231354-5;NR-31;I3
231355-3;NR-31;I3
231356-1;NR-31;I4
231357-0;NR-31;I3
231358-8;NR-31;I3
231359-6;NR-31;I3
231360-0;NR-31;I3
231361-8;NR-31;I3
231362-6;NR-31;I3
231363-4;NR-31;I3
231364-2;NR-31;I3
231365-0;NR-31;I3
231366-9;NR-31;I3
231367-7;NR-31;I3
231368-5;NR-31;I3
231369-3;NR-31;I3
231370-7;NR-31;I3
231371-5;NR-31;I3
231372-3;NR-31;I3
231373-1;NR-31;I3
231374-0;NR-31;I3
231375-8;NR-31;I3
231376-6;NR-31;I3
231377-4;NR-31;I3
231378-2;NR-31;I3
231379-0;NR-31;I3
231380-4;NR-31;I3
231381-2;NR-31;I3
231382-0;NR-31;I2
231383-9;NR-31;I3
231384-7;NR-31;I4
231385-5;NR-31;I3
231386-3;NR-31;I3
231387-1;NR-31;I3
231388-0;NR-31;I3
231389-8;NR-31;I3
231390-1;NR-31;I3
231391-0;NR-31;I3
231392-8;NR-31;I3
231393-6;NR-31;I3
231394-4;NR-31;I3
231395-2;NR-31;I3
231396-0;NR-31;I3
231397-9;NR-31;I3
231398-7;NR-31;I3
231399-5;NR-31;I3
231400-2;NR-31;I3
231401-0;NR-31;I3
231402-9;NR-31;I3
231403-7;NR-31;I3
231404-5;NR-31;I3
231405-3;NR-31;I3
231406-1;NR-31;I3
231407-0;NR-31;I3
231408-8;NR-31;I3
231409-6;NR-31;I3
231410-0;NR-31;I3
231411-8;NR-31;I3
231412-6;NR-31;I3
231413-4;NR-31;I3
231414-2;NR-31;I3
231415-0;NR-31;I3
231416-9;NR-31;I3
231417-7;NR-31;I3
231418-5;NR-31;I3
231419-3;NR-31;I3
231420-7;NR-31;I3
231421-5;NR-31;I3
231422-3;NR-31;I3
231423-1;NR-31;I2
231424-0;NR-31;I3
231425-8;NR-31;I3
231426-6;NR-31;I3
231427-4;NR-31;I2
231428-2;NR-31;I3
231429-0;NR-31;I3
231430-4;NR-31;I3
231431-2;NR-31;I3
231432-0;NR-31;I3
231433-9;NR-31;I3
231434-7;NR-31;I3
231435-5;NR-31;I3
231436-3;NR-31;I3
231437-1;NR-31;I3
231438-0;NR-31;I3
231439-8;NR-31;I3
231440-1;NR-31;I3
231441-0;NR-31;I3
231442-8;NR-31;I2
231443-6;NR-31;I3
231444-4;NR-31;I3
231445-2;NR-31;I2
231446-0;NR-31;I2
231447-9;NR-31;I3
231448-7;NR-31;I3
231449-5;NR-31;I3
231450-9;NR-31;I1
231451-7;NR-31;I3
231452-5;NR-31;I3
231453-3;NR-31;I3
231454-1;NR-31;I3
231455-0;NR-31;I1
231456-8;NR-31;I1
231457-6;NR-31;I2
231458-4;NR-31;I2
231459-2;NR-31;I2
231460-6;NR-31;I2
231461-4;NR-31;I3
231462-2;NR-31;I3
231463-0;NR-31;I3
231464-9;NR-31;I3
231465-7;NR-31;I3
231466-5;NR-31;I3
231467-3;NR-31;I3
231468-1;NR-31;I2
231469-0;NR-31;I3
231470-3;NR-31;I3
231471-1;NR-31;I3
231472-0;NR-31;I3
231473-8;NR-31;I4
231474-6;NR-31;I3
231475-4;NR-31;I3
231476-2;NR-31;I3
231477-0;NR-31;I3
231478-9;NR-31;I3
231479-7;NR-31;I3
231480-0;NR-31;I3
231481-9;NR-31;I3
231482-7;NR-31;I4
231483-5;NR-31;I3
231484-3;NR-31;I3
231485-1;NR-31;I3
231486-0;NR-31;I2
231487-8;NR-31;I3
231488-6;NR-31;I2
231489-4;NR-31;I3
231490-8;NR-31;I3
231491-6;NR-31;I3
231492-4;NR-31;I3
